input_text,target_text,style
"And as you know , his connections , if he put them to good use , might be enough to hurt us all .","And , you know , his means , If he improve them , may well stretch so far As to annoy us all ; which to prevent , Let Antony and Caesar fall together .",shakespeare
"Our action will seem too bloody if we cut off Caesar's head and then hack at his arms and legs too , Caius Cassius , because Mark Antony is merely one of Caesar's arms .","Our course will seem too bloody , Caius Cassius , To cut the head off and then hack the limbs , Like wrath in death and envy afterwards , For Antony is but a limb of Caesar .",shakespeare
"Let's be sacrificers but not butchers , Caius .","Let us be sacrificers but not butchers , Caius .",shakespeare
"We're all against what Caesar stands for , and there's no blood in that .","We all stand up against the spirit of Caesar , And in the spirit of men there is no blood .",shakespeare
"Oh , how I wish we could oppose Caesar's spirit , his overblown ambition , and not hack up Caesar himself !","Oh , that we then could come by Caesar's spirit And not dismember Caesar !",shakespeare
"But , unfortunately , Caesar has to bleed if we're going to stop him .","But , alas , Caesar must bleed for it .",shakespeare
"Noble friends , let's kill him boldly but not with anger .","And , gentle friends , Let's kill him boldly but not wrathfully .",shakespeare
"Let's carve him up like a dish fit for the gods , not chop him up like a carcass fit for dogs .","Let's carve him as a dish fit for the gods , Not hew him as a carcass fit for hounds .",shakespeare
"Let's be angry only long enough to do the deed , and then let's act like we're disgusted by what we had to do .","And let our hearts , as subtle masters do , Stir up their servants to an act of rage And after seem to chide 'em .",shakespeare
This will make our actions seem practical and not vengeful .,"This shall make Our purpose necessary and not envious , Which so appearing to the common eyes , We shall be called purgers , not murderers .",shakespeare
"If he loves Caesar , then he can only hurt himself , by grieving and dying for Caesar .","If he love Caesar , all that he can do Is to himself : take thought and die for Caesar .",shakespeare
"And I'd be surprised if he even did that , for he prefers sports , fun , and friends .","And that were much he should , for he is given To sports , to wildness and much company .",shakespeare
There's nothing to fear in him .,There is no fear in him .,shakespeare
Quiet !,Peace !,shakespeare
Count how many times the clock chimes .,Count the clock .,shakespeare
The clock struck three .,The clock hath stricken three .,shakespeare
It's time to leave .,Tis time to part .,shakespeare
"It might happen that these strange signs , the unusual terror of this night , and the urgings of his fortune-tellers will keep him away from the Capitol today .","It may be , these apparent prodigies , The unaccustomed terror of this night , And the persuasion of his augurers May hold him from the Capitol today .",shakespeare
Don't worry about that .,Never fear that .,shakespeare
"If he's reluctant , I can convince him .","If he be so resolved , I can o'ersway him .",shakespeare
"He loves to hear me tell him how men can be snared by flatterers , just like unicorns can be captured in trees , elephants in holes , and lions with nets .","For he loves to hear That unicorns may be betrayed with trees , And bears with glasses , elephants with holes , Lions with toils , and men with flatterers .",shakespeare
"When I tell him he hates flatterers , he agrees , just at the moment when I'm flattering him the most .","But when I tell him he hates flatterers , He says he does , being then most flattered .",shakespeare
Let me work on him .,Let me work .,shakespeare
"I can put him in the right mood , and I'll bring him to the Capitol .","For I can give his humor the true bent , And I will bring him to the Capitol .",shakespeare
"No , we'll all go there to bring him .","Nay , we will all of us be there to fetch him .",shakespeare
By eight o'clock .,By the eighth hour .,shakespeare
Is that the latest we can do it ?,Is that the uttermost ?,shakespeare
"Caius Ligarius doesn't like Caesar , who berated him for speaking well of Pompey .","Caius Ligarius doth bear Caesar hard , Who rated him for speaking well of Pompey .",shakespeare
I wonder that none of you thought about getting his support .,I wonder none of you have thought of him .,shakespeare
"Good Metellus , go to him now .","Now , good Metellus , go along by him .",shakespeare
"He likes me , and I've given him good reason to .","He loves me well , and I have given him reasons .",shakespeare
"Just send him here , and I'll persuade him .",Send him but hither and I'll fashion him .,shakespeare
The morning is approaching .,The morning comes upon 's .,shakespeare
"We'll leave , Brutus .","We'll leave you , Brutus .",shakespeare
"Friends , go your separate ways .","And , friends , disperse yourselves .",shakespeare
"But all of you , remember what you've said and prove yourselves true Romans .","But all remember What you have said , and show yourselves true Romans .",shakespeare
"Good gentlemen , look like you're rested and happy .","Good gentlemen , look fresh and merrily .",shakespeare
"And so , good morning to all of you .",And so good morrow to you every one .,shakespeare
Boy !,Boy !,shakespeare
Lucius !,"Lucius ! , Fast asleep ?",shakespeare
Fast asleep ?,It is no matter .,shakespeare
"Well , enjoy the sweetness of deep sleep .",Enjoy the honey-heavy dew of slumber .,shakespeare
That's why you sleep so soundly .,Therefore thou sleep'st so sound .,shakespeare
"Brutus , my lord .","Brutus , my lord .",shakespeare
"Portia , what are you doing awake ?","Portia , what mean you ?",shakespeare
"It isn't good for your health to expose your weak body to the raw , cold morning .","It is not for your health thus to commit Your weak condition to the raw , cold morning .",shakespeare
"It's not good for your health , either .",Nor for yours neither .,shakespeare
You rudely snuck out of bed .,"Y ' have ungently , Brutus , Stole from my bed .",shakespeare
"And last night at dinner , you got up abruptly and paced back and forth with your arms crossed , brooding and sighing , and when I asked you what was the matter , you gave me a dirty look .","And yesternight , at supper , You suddenly arose and walked about , Musing and sighing , with your arms across , And when I asked you what the matter was , You stared upon me with ungentle looks .",shakespeare
"I asked you again , and you scratched your head and stamped your foot impatiently .","I urged you further , then you scratched your head And too impatiently stamped with your foot .",shakespeare
"I still insisted on knowing what the matter was , but you wouldn't answer me , instead giving me an angry wave of your hand and telling me to leave you alone .","Yet I insisted ; yet you answered not , But with an angry wafture of your hand Gave sign for me to leave you .",shakespeare
"My dear lord , tell me what's bothering you .","Dear my lord , Make me acquainted with your cause of grief .",shakespeare
"And now you toss flowers in the path of Caesar , who comes in triumph over Pompey's defeated sons ?",And do you now strew flowers in his way That comes in triumph over Pompey's blood ?,shakespeare
Go home !,Be gone !,shakespeare
